,,,,,,
Walmart Receiving DCs for Store Numbers 1258-4869,,,,,,
Store #,Address Line 1,Address Line 2,City,State,Zip Code,Phone Number
6833,Regional Distribution Center 6833,210 Interstate South Dr,Mcdonough,GA,30253-9018,951-360-4900
6835,Dispatch Office 6835,3300 Highway K 68,Ottawa,KS,66067-8804,785-229-3082
6836,Dispatch Office 6836,14863 Fm 645 Unit D,Palestine,TX,75803-1220,903-538-4194
6837,Dispatch Office 6837,1455 Se Feedville Rd,Hermiston,OR,97838-9402,541-564-4681
6838,Dispatch Office 6838,8827 Old River Rd,Marcy,NY,13403-3030,315-768-0150
6839,Dispatch Office 6839,1655 Pottertown Rd,Midway,TN,37809-3117,423-235-3380
6840,Dispatch Office 6840,1057 Sand Hill Rd,Hope Mills,NC,28348-9467,910-426-5081
6841,Dispatch Office 6841,"Rr2, Box 362 D",Sharon Springs,NY,13459-0000,518-284-1025
6842,Dispatch Office 6842,20634 Indian Meridian Rd,Pauls Valley,OK,73075-9598,405-207-5000
6843,Dispatch Office 6843,500 Jonesville Rd,Coldwater,MI,49036-9648,517-279-3764
6844,Dispatch Office 6844,502 N. Broadway,La Porte,TX,75007-0000,281-867-2612
6847,Dispatch Office 6847,181 Walmart Rd,Bedford,PA,15522-7677,814-624-5200
6848,Dispatch Office 6848,3160 Highway 743,Opelousas,LA,70570-0577,337-594-1560
6854,Dispatch Office 6854,385 Callaway Church Rd,Lagrange,GA,30241-9391,706-242-4260
6855,Dispatch Office 6855,655 Unisia Dr.,Monroe,GA,30655-5378,471-404-0000
6856,Dispatch Office 6856,591 Apache Trl,Terrell,TX,75160-6572,972-551-5429
6857,Dispatch Office 6857,45346 Parkway Blvd,Robert,LA,70455-2221,985-902-3028
6858,Regional Distribution Center 6858,2837 Senator Ralph Scott Parkway,Mebane,NC,27302-0000,919-568-4055
6859,Dispatch Office 6859,3801 E Us 50,Olney,IL,62450-4644,618-393-5902
6862,Dispatch Office 6862,285 Frank Martin Rd,Shelbyville,TN,37160-7146,931-680-3408
6864,Dispatch Office 6864,1602 Sparks Dr,Cleburne,TX,76033-7752,817-202-3001
6865,Dispatch Office 6865,5100 S Brookhart Dr Ste 100,Harrisonville,MO,64701-9303,816-887-5400
6866,Dispatch Office 6866,690 Crenshaw Blvd,Hopkinsville,KY,42240-6824,270-707-5051
6868,Dispatch Office 6868,2120 N Stemmons St,Sanger,TX,76266-3248,940-458-6151
6869,Dispatch Office 6869,1100 Matlock Dr,Saint James,MO,65559-9026,573-265-4892
6870,Dispatch Office 6870,200 Wal Mart Dr,Shelby,NC,28150-3717,704-487-2551
6871,Dispatch Office 6871,5600 State Rd 544,Winter Haven,FL,33881-9518,843-672-9090
6872,Dispatch Office 6872,973 State Highway 30 W,New Albany,MS,38652-8909,662-538-4000
6873,Dispatch Office 6873,Hwy 601/100 W Dove,Pageland,SC,29728-0000,803-672-9057
6874,Dispatch Office 6874,1729 State Road 8,Auburn,IN,46706-9538,260-423-4200
6877,Dispatch Office 6877,1309 E Hwy 24,Moberly,MO,65270-3682,479-277-6797
6880,Dispatch Office 6880,100 Veterans Dr,Tobyhanna,PA,18466-8900,570-894-6025
6882,Dispatch Office 6882,3300 Sterlin Hurley Ind Hwy,Clarksville,AR,72830-1200,501-754-4500
6883,Dispatch Office 6883,9605 Nw H K Dodgen Loop,Temple,TX,76504-2618,817-770-3600
6884,Dispatch Office 6884,670 Los Morros Rd Nw,Los Lunas,NM,87031-4834,505-866-8600
6885,Dispatch Office 6885,525 Industrial Ave,Tomah,WI,54660-1379,608-374-8548
6888,Ho Admin Dpt 6888,311 North Walton Blvd,Bentonville,AR,72716-0650,479-204-3706
6889,Dispatch Office 6889,4775 Forcum Ave.,Mcclellan Park,CA,95652-2030,916-518-2500
6890,Dispatch Office 6890,5400 W Highway 83,Corinne,UT,84307-9702,435-744-4002
6891,Dispatch Office 6891,453 Martin Creek Rd,Henderson,NC,27537-7178,252-430-5600
6892,Dispatch Office 6892,3100 Il Highway 89,Spring Valley,IL,61362-9133,815-664-1801
6895,Dispatch Office 6895,2701 Andrews Rd,Opelika,AL,36801-9543,334-705-2800
6896,Dispatch Office 6896,300 Enterprise Rd,Johnstown,NY,12095-3345,518-736-3058
6897,Dispatch Office 6897,3701 West Hal Rogers Parkway,London,KY,40741-0000,606-877-4000
6899,Dispatch Office 6899,2686 Commerce Rd,Macclenny,FL,32063-8821,904-653-4058
6901,Centerpoint 6901,509 Se Martin Luther King Jr P,Bentonville,AR,72716-0001,479-254-4754
6903,Centerpoint 6903,830 E Centre Park Blvd,Desoto,TX,75115-2500,972-228-9125
6904,Dispatch Office 6904,830 E Centre Park Blvd,Desoto,TX,75115-2500,479-273-4000
6906,Imports Dray Alabama 6906,8725 County Farm Road.,Irvington,AL,36544-0000,256-737-3134
6906,Regional Distribution Center 6906,8725 County Farm Road.,Irvington,AL,36544-0000,N/A
6906,Regional Distribution Center 6906,8725 County Farm Road.,Irvington,AL,36544-0000,N/A
6907,Centerpoint 6907,2063 Miguel Bustamante Parkway,Colton,CA,92324-4404,909-872-6060
6909,Centerpoint 6909,3485 Wineville Rd,Jurupa Valley,CA,91752-1003,951-681-6455
6911,Regional Distribution Center 6911,100 Quality Cir,Harrisburg,PA,17112-9496,650-825-8529
6912,Centerpoint 6912,600 Live Oak Ave,Irwindale,CA,91706-1344,626-359-4500
6915,Centerpoint 6915,1052 Vern Cora Rd,Laurens,SC,29360-0000,864-682-1488
6918,Distribution Center 6918,8803 Zell Miller Pkwy,Statesboro,GA,30458,912-871-4000
6918,Regional Distribution Center 6918,8803 Zell Miller Pkwy,Statesboro,GA,30458-3225,912-871-4000
6938,Automated Consolidation Center 6938,830 E Centre Park Blvd,Desoto,TX,75115-2500,972-228-3585
6955,"E-commerce Fc Plainfield, In 6955",9360 Allpoints Pkwy,Plainfield,IN,46168-5907,479-277-6154
6956,Centerpoint 6956,5210 Catron Dr,Dallas,TX,75227-2024,214-381-2653
6974,Centerpoint 6974,6765 Imron Dr,Belvidere,IL,61008-8586,815-547-5447
6991,Distribution Center 6991,201 Old Elkhart Road,Palestine,TX,75801-5931,N/A
6992,"Williamsburg, VA FC - VS6775",9305 Pocahontas Trl,Williamsburg,VA,23185-6255,757-820-4600
6993,Distribution Center 6993,1050 Vern Cora Road,Laurens,SC,29360-5346,N/A
6995,Distribution Center 6995,333 S Warren Dr,Greencastle,IN,46135-7573,N/A
Walmart Receiving DCs for Store Numbers 7005-7998,,,,,,
7005,Regional Distribution Center 7005,3101 N Highway 27,Carrolton,GA,30117-6887,678-305-2400
7006,Dfw1s Fort Worth Fc 7006 - WHSE 700,5300 Westport Parkway,Fort Worth,TX,76177-0000,817-490-7453
7010,Regional Distribution Center 7010,20131 Gene Campbell Rd,New Caney,TX,77357-3845,281-429-5400
7012,Regional Distribution Center 7012,1400 Old Chillicothe Rd Se,Washington Court House,OH,43160-9305,740-636-5401
7013,Regional Distribution Center 7013,868 W Peters Rd,Casa Grande,AZ,85193-7478,520-836-4500
7014,Regional Distribution Center 7014,239 Goddard Rd,Lewiston,ME,04240-1001,207-344-2700
7015,Regional Distribution Center 7015,397319 W 3000 Rd,Ochelata,OK,74051-2478,918-535-3100
7016,Regional Distribution Center 7016,10695 Freedom Trl,Gordonsville,VA,22942-6940,540-832-1001
7017,Regional Distribution Center 7017,843 State Route 43,Wintersville,OH,43952-7018,740-765-5700
7018,Regional Distribution Center 7018,3001 E State Farm Rd,North Platte,NE,69101-7774,308-535-3200
7019,Regional Distribution Center 7019,1005 Sara G Lott Blvd,Brundidge,AL,36010-4653,334-735-6000
7021,Regional Distribution Center 7021,546 Woodall Rd,Grandview,WA,98930-8824,509-882-8100
7023,Regional Distribution Center 7023,6785 Sw Enterprize Blvd,Arcadia,FL,34269-6701,863-491-6500
7024,Regional Distribution Center 7024,23769 Mathew Rd,Sterling,IL,61081-9111,815-632-4900
7026,Walmart DC 7026,945 Hwy 138,Grantsville,UT,84029,435-884-5100
7026,Walmart DC 7026g-general,945 Hwy 138,Grantsville,UT,84029,435-884-5100
7026,Walmart DC 7026t-TAB,945 Hwy 138,Grantsville,UT,84029,435-884-5100
7026,Walmart DC 7026d-DSDC,945 Hwy 138,Grantsville,UT,84029,435-884-5100
7026,Walmart DC 7026,945 Hwy 138,Grantsville,UT,84029,435-884-5100
7026,Walmart DC 7026p-PAD,945 Hwy 138,Grantsville,UT,84029,435-884-5100
7026,Walmart DC 7026w-WPM,945 Hwy 138,Grantsville,UT,84029,435-884-5100
7026,Walmart DC 7026i-IMP ASM,945 Hwy 138,Grantsville,UT,84029,435-884-5100
7026,Walmart DC 7026a-ASM Dis,945 Hwy 138,Grantsville,UT,84029,435-884-5100
7030,Regional Distribution Center 7030,390 Highridge Park Rd,Pottsville,PA,17901-8100,570-544-1398
7031,Laurens Apparel WHSE 7031,1052 Vern Cora Rd,Laurens,SC,29360-0000,864-683-3307
7033,Apple Valley CA Dps 7033,21101 Johnson Rd,Apple Valley,CA,92307-9357,760-961-6300
7034,Walmart DC 7034,4880 Wheatleys Pond Road,Smyrna,DE,19977-3799,302-659-4800
7035,Alachua Fl Dps 7035,18815 Nw 115th Ave,Alachua,FL,32615-6056,386-418-5900
7036,Walmart DC 7036,2226 Fm 3013 Rd,Sealy,TX,77474,979-885-4300
7036,Walmart DC 7036,2226 Fm 3013 Rd,Sealy,TX,77474,979-885-4300
7036,Walmart DC 7036t-TAB,2226 Fm 3013 Rd,Sealy,TX,77474,979-885-4300
7036,Walmart DC 7036d-DSDC,2226 Fm 3013 Rd,Sealy,TX,77474,979-885-4300
7036,Walmart DC 7036,2226 Fm 3013 Rd,Sealy,TX,77474,979-885-4300
7036,Walmart DC 7036p-PAD,2226 Fm 3013 Rd,Sealy,TX,77474,979-885-4300
7036,Walmart DC 7036w-WPM,2226 Fm 3013 Rd,Sealy,TX,77474,979-885-4300
7036,Walmart DC 7036i-IMP ASM,2226 Fm 3013 Rd,Sealy,TX,77474,979-885-4300
7036,Walmart DC 7036a-ASM Dis,2226 Fm 3013 Rd,Sealy,TX,77474,979-885-4300
7037,Regional Distribution Center 7037,120 Velocity Way,Shepherdsville,KY,40165-0000,N/A
7038,Walmart Warehouse 7038,4001 S Jenkins Rd,Fort Pierce,FL,34981-4620,772-467-4500
7038,Walmart DC 7038g-general,4001 S Jenkins Rd,Fort Pierce,FL,34981-4620,772-467-4500
7038,Walmart DC 7038t-TAB,4001 S Jenkins Rd,Fort Pierce,FL,34981-4620,772-467-4500
7038,Walmart DC 7038d-DSDC,4001 S Jenkins Rd,Fort Pierce,FL,34981-4620,772-467-4500
7038,Walmart DC 7038p-PAD,4001 S Jenkins Rd,Fort Pierce,FL,34981-4620,772-467-4500
7038,Walmart DC 7038w-WPM,4001 S Jenkins Rd,Fort Pierce,FL,34981-4620,772-467-4500
7038,Walmart DC 7038i-IMP ASM,4001 S Jenkins Rd,Fort Pierce,FL,34981-4620,772-467-4500
7038,Walmart DC 7038a-ASM Dis,4001 S Jenkins Rd,Fort Pierce,FL,34981-4620,772-467-4500
7039,Walmart DC 7039,115 Distribution Way,Beaver Dam,WI,53916-8809,920-689-2000
7039,Walmart DC 7039g-general,115 Distribution Way,Beaver Dam,WI,53916-8809,920-689-2000
7039,Walmart DC 7039t-TAB,115 Distribution Way,Beaver Dam,WI,53916-8809,920-689-2000
7039,Walmart DC 7039d-DSDC,115 Distribution Way,Beaver Dam,WI,53916-8809,920-689-2000
7039,Walmart DC 7039p-PAD,115 Distribution Way,Beaver Dam,WI,53916-8809,920-689-2000
7039,Walmart DC 7039w-WPM,115 Distribution Way,Beaver Dam,WI,53916-8809,920-689-2000
7039,Walmart DC 7039i-IMP ASM,115 Distribution Way,Beaver Dam,WI,53916-8809,920-689-2000
7039,Walmart DC 7039a-ASM Dis,115 Distribution Way,Beaver Dam,WI,53916-8809,920-689-2000
7040,Greencastle Warehouse 7040,1530 E State Road 240,Greencastle,IN,46135-7672,765-653-1234
7041,Tobyhanna Pa Fc - VS2624,200 Veterans Dr,Tobyhanna,PA,18466-0000,570-894-6000
7042,"Baytown, TX Import Storage DC 7042",4554 Oscar Nelson Jr Dr,Baytown,TX,77523-2072,281-573-2009
7045,Walmart DC 7045,6000 Walton Way,Mount Crawford,VA,22841-2029,540-801-3100
7045,Walmart DC 7045g-general,6000 Walton Way,Mount Crawford,VA,22841-2029,540-801-3100
7045,Walmart DC 7045t-TAB,6000 Walton Way,Mount Crawford,VA,22841-2029,540-801-3100
7045,Walmart DC 7045d-DSDC,6000 Walton Way,Mount Crawford,VA,22841-2029,540-801-3100
7045,Walmart DC 7045,6000 Walton Way,Mount Crawford,VA,22841-2029,540-801-3100
7045,Walmart DC 7045p-PAD,6000 Walton Way,Mount Crawford,VA,22841-2029,540-801-3100
7045,Walmart DC 7045w-WPM,6000 Walton Way,Mount Crawford,VA,22841-2029,540-801-3100
7045,Walmart DC 7045i-IMP ASM,6000 Walton Way,Mount Crawford,VA,22841-2029,540-801-3100
7045,Walmart DC 7045a-ASM Dis,6000 Walton Way,Mount Crawford,VA,22841-2029,540-801-3100
7047,Regional Distribution Center 7047,13550-a Valley Blvd,Fontana,CA,92335-5243,909-829-6486
7048,Regional Distribution Center 7048,2155 Usa Pkwy,Sparks,NV,89437-5603,775-356-5000
7049,Lax2n Chino Fc 7049 WHSE,6720 Kimball Ave,Chino,CA,91708-0000,909-606-2137
7052,Regional Distribution Center 7052,8827 Old River Rd,Marcy,NY,13403-3030,N/A
7052,Walmart DC 7052,8827 Old River Rd,Marcy,NY,13403,N/A
7054,Regional Distribution Center 7054,2525 Rohr Rd,Lockbourne,OH,43137-0000,614-409-5500
7055,Regional Distribution Center 7055,100 Fisher Pkwy,Gas City,IN,46933-2165,765-677-7000
7057,Walmart DC# 7057,101 S King St,Gloucester City,NJ,08030-1947,N/A
7058,Virtual DC 7058,5011 Firestone Place,South Gate,CA,90280-0000,N/A
7059,Virtual DC 7059,8905 Spikewood,Houston,TX,77078-0000,N/A
7063,Virtual DC 7063,3025 Bromay Road,Chesapeake,VA,23321-0000,N/A
7065,Virtual DC 7065,163 Portside Court,Savannah,GA,31407-0000,N/A
7066,Virtual DC 7066,400 Long Point Rd Bldg 402,Mount Pleasant,SC,29464-8299,N/A
7067,Regional Distribution Center 7067,8725 County Farm Road,Irvington,AL,36544-0000,251-957-4642
7073,Distribution Center 7073,7073 Tba,Merced Cen Tracy,CA,95340-0000,N/A
7074,Elwood - Warehouse 7074,26537 S Walton Dr,Elwood,IL,60421-6174,815-424-3100
7076,Walmart Virtual DC 7076,153-66 Rockaway Boulevard,Jamaica,NY,11434,N/A
7077,Regional Distribution Center 7077,426 Logistics Dr,Cheyenne,WY,82009-8220,307-633-5000
7078,"Elwood, Il Import Storage DC 7078",26453 S Walton Dr,Elwood,IL,60421-6112,815-424-3100
7079,Regional Distribution Center 7079,101 Sohler Dr,Mankato,MN,56001-1855,507-334-7100
7080,"VDC - El Wood, Il 7080",26453 S Walton Dr,Elwood,IL,60421-6112,479-273-4000
7081,Walmart Virtual DC 7081,"2525 Rohr Road, Dock Door 3",Lockbourne,OH,43137-0000,N/A
7084,Regional Distribution Center 7084,1001 Columbia Ave.,Riverside,CA,92507-0000,951-320-5700
7085,Walmart DC 7085,4570 E Greenwood St,Baytown,TX,77523-2072,281-573-2047
7086,Walmart DC 7086,163 Portside Ct,Savannah,GA,31407-3003,912-871-8699
7088,Walmart DC 7088,4601 Carey Street,Fort Worth,TX,76119-0000,214-604-8013
7089,Walmart DC 7089,5011 Firestone Pl,South Gate,CA,90280-3533,323-568-2577
7090,Beaver Dam,117 Distribution Way,Beaver Dam,WI,53916-8809,479-273-4000
7092,Walmart DC 7092,3418 142nd Ave E,Sumner,WA,98390-9601,253-826-0900
7093,Walmart DC 7093,3025 Gum Ct,Chesapeake,VA,23321-1546,757-638-5934
7094,Walmart DC 7094,26537 S Walton Dr,Elwood,IL,60421-6174,815-424-3100
7095,Colton CA Fresh 7095,2063 West Miguel Bustamante Parkway,Colton,CA,92324-0000,909-498-2054
7097,Regional Distribution Center 7097,51 Kipper St,Rio Rico,AZ,85648-6236,520-761-6800
7100,Centerpoint 7100,1340 141st St,Hammond,IN,46327-3107,219-853-1164
7101,Centerpoint 7101,1200 Mason Dixon Ln,Conley,GA,30288-1135,404-946-7244
7110,Brookhaven Ms Fc - VS4079,2200 Manufacturers Blvd Ne,Brookhaven,MS,39601-9560,601-835-3600
7112,Plainview TX Fc - VS4090,3100 North I-27,Plainview,TX,79072-1951,806-293-9601
7113,Seymour In Fc - VS4117,2100 E Tipton St,Seymour,IN,47274-3570,812-523-5600
7114,Grove City Oh Fc - VS4119,3880 Southwest Blvd,Grove City,OH,43123-9071,614-781-2333
7116,Shelby Nc Fc - VS4122,200 Wal Mart Dr,Shelby,NC,28150-3717,715-232-9240
7118,Searcy Ar Fc - VS4136,405 E Booth Rd,Searcy,AR,72143-6700,479-279-2024
7120,Raymond Nh Fc - VS4150,42 Freetown Rd,Raymond,NH,03077-2385,603-895-0066
7121,Ottawa Ks Fc - VS4155,3220 Nevada Ter,Ottawa,KS,66067-8410,785-242-4555
7122,Hermiston Or Fc - VS4175,1455 Se Feedville Rd,Hermiston,OR,97838-9402,415-644-6005
7123,Dispatch Office 7123,1065 Fort Prince Blvd,Wellford,SC,29385-9756,864-336-6610
7125,Hope Mills Nc Fc - VS4179,1057 Sand Hill Rd,Hope Mills,NC,28348-9467,910-426-5000
7126,Coldwater Mi Fc - VS4181,500 Jonesville Rd,Coldwater,MI,49036-9648,517-279-3700
7131,Opelousas La Fc - VS4308,3160 Highway 743,Opelousas,LA,70570-0577,337-594-1500
7132,Sanger TX Fc - VS5004,2120 N Stemmons St,Sanger,TX,76266-3248,940-458-6100
7135,Dispatch Office 7135,451 Fm 686,Dayton,TX,77535-6378,979-885-4351
7136,St James Mo Fc - VS5009,1100 Matlock Dr,Saint James,MO,65559-9026,573-265-4800
7142,Spring Valley Il Fc - VS5061,3100 Il Highway 89,Spring Valley,IL,61362-9133,815-664-1700
7144,Bentonville Ar Fc - VS5176,5801 Sw Regional Airport Blvd,Bentonville,AR,72713-9431,479-254-3200
7145,Grantsville Ut Fc - VS5271,929 Highway 138,Grantsville,UT,84029-9711,435-884-5100
7148,Apple Valley CA Fc - VS6209,21101 Johnson Rd,Apple Valley,CA,92307-9357,760-961-6300
7149,Smyrna De Fc - VS6340,100 Walton Way,Smyrna,DE,19977-3757,302-659-4800
7150,Ft Pierce Fl Fc - VS6555,4001 S Jenkins Rd,Fort Pierce,FL,34981-4620,772-467-4500
7152,Store 7152,9590 Allpoints Pkwy,Plainfield,IN,46168-5902,N/A
7159,Fulfillment Svcs 7159,1300 S F St,Porterville,CA,93257-5969,559-783-1109
7160,Fulfillment Svcs 7160,1501 E Mapleleaf Dr,Mount Pleasant,IA,52641-3106,319-385-5600
7161,Fulfillment Svcs 7161,10815 State Highway 99w,Red Bluff,CA,96080-7747,530-529-0916
7163,Fulfillment Svcs 7163,100 Walmart Dr,Woodland,PA,16881-9300,814-857-5442
7165,Fulfillment Svcs 7165,200 Veterans Dr,Tobyhanna,PA,18466-0000,570-894-6000
7167,Fulfillment Svcs 7167,8725 County Farm Road,Irvington,AL,36544-0000,251-957-4642
7170,Fulfillment Svcs 7170,18815 Nw 115th Ave,Alachua,FL,32615-6056,386-418-5900
7182,Fulfillment Svcs 7182,152 N Hwy 91,Hurricane,UT,84737-0000,435-634-1090
7183,Centerpoint 7183,14900 Andrews Road,Kansas City,MO,64147-1210,816-974-9424
7184,Centerpoint 7184,4200 Westward Ave,Columbus,OH,43228-0000,614-876-7850
7186,Walmart Sacramento Dispatch Virtual DC,4775 Forcum Ave,Mcclellan Park,CA,95652-2030,530-529-8480
7193,Fulfillment Svcs 7193,180 High St,Sharon Springs,NY,13459-9510,518-284-5582
7208,Fulfillment Svcs 7208,5800 Sw Regional Airport Blvd,Bentonville,AR,72712-0000,479-254-3201
7210,Fulfillment Svcs 7210,299 A.J. Riggs Rd,Statesboro,GA,30458-0000,912-871-4000
7212,Fulfillment Svcs 7212,9305 Pocahontas Trl,Williamsburg,VA,23185-6255,757-820-4600
7213,Fulfillment Svcs 7213,23701 W Southern Ave,Buckeye,AZ,85326-4928,623-386-3319
7231,Fulfillment Svcs 7231,2200 7th Ave Sw,Cullman,AL,35055-6333,256-739-0763
7244,Fulfillment Svcs 7244,2200 Manufacturers Blvd Ne,Brookhaven,MS,39601-9560,601-835-3600
7250,Fulfillment Svcs 7250,3100 North I-27,Plainview,TX,79072-1951,806-293-9601
7257,Fulfillment Svcs 7257,2100 E Tipton St,Seymour,IN,47274-3570,812-523-5600
7273,Fulfillment Svcs 7273,3880 Southwest Blvd,Grove City,OH,43123-9071,614-871-2333
7274,Fulfillment Svcs 7274,9360 Allpoints Pkwy,Plainfield,IN,46168-5907,800-331-0085
7275,Fulfillment Svcs 7275,200 Wal Mart Dr,Shelby,NC,28150-3717,715-232-9240
7282,Fulfillment Svcs 7282,405 E Booth Rd,Searcy,AR,72143-6700,479-279-2024
7284,Fulfillment Svcs 7284,42 Freetown Rd,Raymond,NH,03077-2385,603-895-0066
7292,Fulfillment Svcs 7292,3220 Nevada Ter,Ottawa,KS,66067-8410,785-242-4555
7293,Fulfillment Svcs 7293,1455 Se Feedville Rd,Hermiston,OR,97838-9402,541-564-4600
7295,Fulfillment Svcs 7295,1057 Sand Hill Rd,Hope Mills,NC,28348-9467,940-426-5000
7300,Fulfillment Svcs 7300,500 Jonesville Rd,Coldwater,MI,49036-9648,517-279-3700
7305,Fulfillment Svcs 7305,3160 Highway 743,Opelousas,LA,70570-0577,337-594-1500
7306,Fulfillment Svcs 7306,2120 N Stemmons St,Sanger,TX,76266-3248,940-458-6100
7316,Fulfillment Svcs 7316,1100 Matlock Dr,Saint James,MO,65559-9026,573-265-4800
7318,Fulfillment Svcs 7318,3100 Il Highway 89,Spring Valley,IL,61362-9133,815-664-1700
7322,Fulfillment Svcs 7322,5801 Sw Regional Airport Blvd,Bentonville,AR,72713-9431,479-254-3200
7330,Fulfillment Svcs 7330,929 Highway 138,Grantsville,UT,84029-9711,435-884-5100
7331,Fulfillment Svcs 7331,21101 Johnson Rd,Apple Valley,CA,92307-9357,760-961-6300
7332,Fulfillment Svcs 7332,100 Walton Way,Smyrna,DE,19977-3757,302-659-4800
7333,Fulfillment Svcs 7333,4001 S Jenkins Rd,Fort Pierce,FL,34981-4620,772-467-4500
7335,Fulfillment Svcs 7335,1528 East State Road 240,Greencastle,IN,46135-7573,765-653-1234
7336,Fulfillment Svcs 7336,4554 Oscar Nelson Jr Dr,Baytown,TX,77523-2072,281-573-2009
7343,Fulfillment Svcs 7343,11900 Riverside Drive,Jurupa Valley,CA,91752-0000,951-360-4940
7344,Fulfillment Svcs 7344,26453 S Walton Dr,Elwood,IL,60421-6112,815-424-3100
7348,Fulfillment Svcs 7348,690 Crenshaw Blvd,Hopkinsville,KY,42240-6824,270-707-5000
7350,Fulfillment Svcs 7350,1659 Pottertown Rd,Midway,TN,37809-0000,423-235-2300
7351,Fulfillment Svcs 7351,3162 Fm 3538 Rd,Sealy,TX,77474-3474,979-885-4300
7353,Fulfillment Svcs 7353,115 Distribution Way,Beaver Dam,WI,53916-8809,920-689-2000
7356,Walmart DC 7356,3215 Commerce Center Blvd,Bethlehem,PA,18015-0000,484-635-3123
7359,Fulfillment Svcs 7359,6000 Walton Way,Mount Crawford,VA,22841-2029,540-801-3100
7363,Fulfillment Svcs 7363,7500 E Crossroads Blvd,Loveland,CO,80538-8958,970-663-7870
7367,Fulfillment Svcs 7367,8827 Old River Rd,Marcy,NY,13403-3030,315-768-0150
7371,Eastvale CA Fc - VS6060,4250 Hamner Ave.,Eastvale,CA,91752-0000,951-360-5000
7373,Fulfillment Svcs 7373,4250 Hamner Ave.,Eastvale,CA,91752-0000,951-360-5000
7377,Automated Consolidation Center 7377,1625 Heilmandale Road,Lebanon,PA,17046-1410,717-675-5180
7380,Fulfillment Svcs 7380,1410 United Dr,Shippensburg,PA,17257-9552,717-913-6100
7381,Fulfillment Svcs 7381,1915 Ebberts Spring Ct,Greencastle,PA,17225-3302,717-895-6560
7382,Fulfillment Svcs 7382,2500 E Belt Line Rd,Lancaster,TX,75146-3603,214-647-9012
7422,Distribution Center 7422,2785 Commerce Center Blvd,Bethlehem,PA,18015-0000,610-317-7330
7440,Fulfillment Svcs 7440,1303 Sw Innovation Parkway,Topeka,KS,66619-0000,785-217-2701
7441,Regional Distribution Center 7441,3501 Brandon Rd,Jolie,IL,60436-1249,815-860-6648
7460,Ind2 Plainfield In Sort Fc - VS7385,9360 Allpoints Pkwy,Plainfield,IN,46168-5907,N/A
7463,Lax2 Chino CA Sort Fc - VS7386,6720 Kimball Ave,Chino,CA,91708-0000,909-606-2137
7464,Mco2 Davenport Fl Sort Fc - VS7388,4900 N Ridge Trl,Davenport,FL,33897-6401,863-256-1649
7474,Walmart Store 7474,5100 Kettering Rd,Brooksville,FL,34602-8311,479-277-9890
7475,Regional Distribution Center 7475,900 Kriner Rd,Chambersburg,PA,17202-7741,717-709-0225
7477,Dfw2 Fort Worth TX Sort Fc - VS7395,15101 N Beach St,Fort Worth,TX,76177-2721,817-837-3210
7480,Distribution Center 7480,"Road No. 869, Km. 1.5, Palmas Ward (Building U)",Catano,PR,00962-0000,787-788-8800
7483,Distribution Center 7483,Cabo Caribe Industrial Park,Vega Baja,PR,00693-0000,787-793-6900
7498,Phl2 Bethlehem Pa Sort Fc - VS7401,2785 Commerce Center Blvd,Bethlehem,PA,18015-0000,610-317-7330
7502,Atl2 Carrolton Ga Sort Fc - VS7402,3101 N Highway 27,Carrolton,GA,30117-6887,678-305-2400
7504,Atl3 Pendergrass Ga Sort Fc - VS7454,117 Valentine Industrial Parkway Extension,Pendergrass,GA,30567-0000,N/A
7505,Cvg1 Monroe Oh Sort Fc - VS7458,650 Gateway Blvd,Monroe,OH,45050-0000,937-285-1005
7520,Fulfillment Svcs 7520,9360 Allpoints Pkwy,Plainfield,IN,46168-5907,317-754-3563
7530,Fulfillment Svcs 7530,6720 Kimball Ave,Chino,CA,91708-0000,909-606-2137
7544,Fulfillment Svcs 7544,4900 N Ridge Trl,Davenport,FL,33897-6401,863-256-1649
7552,Regional Distribution Center 7552,5756 Enterprise Dr,Mccordsville,IN,46055-5552,N/A
7555,Fulfillment Svcs 7555,15101 N Beach St,Fort Worth,TX,76177-2721,559-783-1113
7557,Texas Sortation,"1201 Ne Loop 820, Suite 151",Ft Worth,TX,76131-0000,917-584-7990
7559,Fulfillment Svcs 7559,2785 Commerce Center Blvd,Bethlehem,PA,18015-0000,610-317-7330
7561,Fulfillment Svcs 7561,3101 N Highway 27,Carrolton,GA,30117-6887,559-783-1114
7566,North East Sortation,1 Sorbello Rd,Pedricktown,NJ,08067-0000,917-584-7990
7570,Mid West Sortation,3180 Urbancrest Industrial Drive,Urbancrest,OH,43123-0000,917-584-7990
7576,Mid South Sortation,3300 K-68 Hwy,Ottawa,KS,66067-0000,917-584-7990
7587,Bay Area Sortation,7000 Powerline Rd 8203,Sacramento,CA,95837-0000,917-584-7990
7588,South East Sortation,4755 Mcconnell Center,Greensboro,NC,27406,917-584-7990
7591,SO Cal Sortation,12455 Harvest Drive,Eastvale,CA,91752-0000,917-584-7990
7609,Repair Shops 7609,3320 S Arlington Ave,Indianapolis,IN,46203-5715,N/A
7614,Repair Shops 7614,239 Goddard Road,Lewiston,ME,04240-0000,207-344-2700
7615,Repair Shops 7615,397319 W 3000 Rd,Ochelata,OK,74051-2478,N/A
7621,Repair Shops 7621,546 Woodall Rd,Grandview,WA,98930-8824,N/A
